gene_id,symbol,entrezid,gene_biotype,Biological Group,,,,,,,,,,,,,,,,,,,,
,,,,LT-HSC,,,LSK,,,PROG,,,CMP,,,GMP,,,MEP,,,LIN,,
ENSMUSG00000032436,Cmtm7,102545,protein_coding,343.332,2421.38,413.073,996.273,1497.68,577.249,366.439,372.508,1219.11,600.726,1154.66,544.177,737.413,1233.24,708.725,74.5767,511.706,254.149,359.007,470.316,433.634
ENSMUSG00000032437,Stt3b,68292,protein_coding,332,466,705,474,509,284,108,625,1472,90,281,242,113,307,702,118,554,940,496,553,628
ENSMUSG00000032440,Tgfbr2,21813,protein_coding,1.86148,0,0,1.59562,0,1.68033,0,0,0,1.15261,0,1.66297,6.57284,0,0,1.38893,3.00559,2.26977,0,0,0
ENSMUSG00000032443,Zcwpw2,,transcribed_unprocessed_pseudogene,0,0,1,3,2,1,0,0,0,0,0,3,0,0,0,0,0,0,2,2,0
ENSMUSG00000032446,Eomes,13813,protein_coding,3.04271,0,3,1,0.167296,1,0,1.00234,1,0,0,5,0,0,0,0,1.31311,1.69192,5.0467,0,1.29271
ENSMUSG00000032449,Slc25a36,192287,protein_coding,65.7432,31.5245,129.16,142.12658,52.35554,93.99831,14.16724,60.7201,118.80545,11,28.00291,38.7426,4,15,154.5151,11,17.013042,97.96097,55.0629,82.80302,108.7098
ENSMUSG00000032451,Trim42,78911,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032452,Clstn2,64085,protein_coding,0,1.39221,1.00209,1.00462,0,1.00235,0,1.10354,0,1.06054,1.00399,1.019,0,0,0,0,0,0,6.46639,2.00637,1.02681
ENSMUSG00000032454,Rbp2,19660,protein_coding,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,2,2,2,0,1,0
ENSMUSG00000032456,Nmnat3,74080,protein_coding,41.00004,76,97.00004,86.0001,81.0001,101.000032,17,33,83,12,33.99998,84.99999,16.99999,33.99998,15,31,244.0003,265.00042,23,7,32
ENSMUSG00000032458,Copb2,50797,protein_coding,269.00047,330,241.9997,289.0003,416,344.9996,96.00002,226.00026,431.00033,92.00004,288.0003,310.99982,143.99972,245,204.0004,98.0000273,343,589.0004,140.0003,181.99949,259.0002
ENSMUSG00000032459,Mrps22,64655,protein_coding,117.00034,234.99971,186.0003,205,391.00005,219.00038,49,106,229.9999,41.99996,155.00012,175,45.00001,241.99977,3,114.00027,956.99994,864.0002,38.00004,63,66
ENSMUSG00000032462,Pik3cb,74769,protein_coding,13.4178,11.2089,0,3.30884,5.15413,7.61727,13.3157,16.3381,46.22403,0.76274,1,5.31869,1,2,0,2,2.90524,23,39.7089,102.254,46.2356
ENSMUSG00000032463,Faim,23873,protein_coding,174.18024,165.35036,198.40613,235.43539,302.86548,255.00037,38.0010105,133.11149,210.3014,49.00845,153.05502,178.9999,45.000011,111,110,29,171.87357,212.39383,78.22888,183.01644,160.38709
ENSMUSG00000032468,Armc8,74125,protein_coding,4.37473,10.8406,17.5279,17.86754927,11.203534,12.6077,2.27489,14.5589,23.1531,1.10715,0,1.28602945,0,5.3222,0,0,8.8667,22.99460228,9.17015,11.2588,4.12493
ENSMUSG00000032469,Dbr1,83703,protein_coding,0,0,0,0,0,0.381845,0,0,0,0.729466,2.40277,5.33876,0,1.83175,0,0.953381,0,0,0,0,0
ENSMUSG00000032470,Mras,17532,protein_coding,5.64851,7.47024,13.5792,18.0568,12.2151,13.7375,1.74026,3.7311,16.4594,4,6,3.64682,1.739286,0.491525,130,0,1,2,12,3.44388,18.92312
ENSMUSG00000032473,Cldn18,56492,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032475,Nck1,17973,protein_coding,60.00001,143.9999,119,75.99995,139.0001,64.0000256,25.00003,115.00047,172.0002,11,40.99999,35.99997,18.99998,40.00004,35.99996,10,55.00002,105,110.00003,156.0001,210.9995
ENSMUSG00000032477,Cdc25a,12530,protein_coding,203.986,199,375,225,130,166,89,606,762.899,48.9465,122.976,124.984,39,49,185,76,131,436,143,314,279
ENSMUSG00000032479,Map4,17758,protein_coding,147.40691,134.8066,285.985,180.2624,192.4994,148.943442,49.7983,287.83113,257.312,39,98.4861,148.6523,16.7282,27.00014,45,13.4837,29.76452,106.2111,233.2796,326.3229,310.472
ENSMUSG00000032480,Dhx30,,protein_coding,0.00180799,0,0,0,0.733839,92.5834,6.15E-08,14.817,0,0.373941,0,145.392,32.5268,0,0,0,0,2.79E-08,0,0,0
ENSMUSG00000032482,Cspg5,29873,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032484,Ngp,18054,protein_coding,30884,140875,30675,17625,15422,5972,142537,527329,227841,32,481,271,3534,2931,3245,64,758,638,248809,355049,465070
ENSMUSG00000032485,Scap,235623,protein_coding,262,311,487.925,452.918,465,446,59,234.486,374,94.8382,262.938,286,88,188,395,115,346,512,73,110,204
ENSMUSG00000032487,Ptgs2,19225,protein_coding,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
ENSMUSG00000032489,Kif9,16578,protein_coding,7.73527,0,6.33684,3,4.18502,6.21439,2,2.22193,3.27071,0,0,0,2,0,0,0,0,2.49057,4.73471,7.43693,3.75699
ENSMUSG00000032492,Pth1r,,protein_coding,0,8.17E-05,0,1.11E-05,0.000370309,0.000133402,0,0.00032791,2.36E-05,0,0.000105249,0.000171297,0,3.89E-05,0,0,0,0,8.18E-05,0,2.00E-05
ENSMUSG00000032493,Prss44,73336,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032495,Lrrc2,74249,protein_coding,2.02788,46.8619,6.68143,87.0487,51.1652,0.532881,0,92.2313,125.612,4.7344,59.1722,2.42425,1.37841,91.2623,0,7.30117,103.115,5.92326,48.7902,38.0112,35.4475
ENSMUSG00000032496,Ltf,17002,protein_coding,9515.77,27955.2,6302.68,3140.24,2984.31,2239.25,31395.7,101848,28265.8,3.46073,75.6327,56.1147,609.055,404.895,823.356,20,101.501,145.178,35379.3,59119.3,75236.4
ENSMUSG00000032497,Lrrfip2,71268,protein_coding,0,0,0,4.02E-08,16.369,0,0,0,2.10E-08,6.19371,0,16.4081,0,0,0,0,6.18094,0,0,0,0
ENSMUSG00000032498,Mlh1,17350,protein_coding,79.20831,149,305.286,225.64833,167.40386,130.51607,23.9599,112.84743,220.84518,27,70.33118,117.37378,45,79,3,38.63274,195.89646,278.57274,41.00002,62.99999,72
ENSMUSG00000032500,Dclk3,245038,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032501,Trib1,211770,protein_coding,62,23.00003,51.00003,28,17.00001,22,28,240,155,1,1,1,0,3,3,0,7,2,270.9999,260,405.0005
ENSMUSG00000032502,Stac,,protein_coding,5,0,7,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000032503,Arpp21,74100,protein_coding,7,1,12.00078006,81.053479,92.98148,68.99999014,0,7.00169,24.00283971,0,0,4,0,0,0,2,10.000002,38.626826,24.22518004,19.28320011,14.00301
ENSMUSG00000032504,Pdcd6ip,18571,protein_coding,14.17399,36.1277,2,2.02775,68.68976,67.514,14.89227,59.0747,54.53739,21.488,54.9739,62.4537,32.326706,46.8221,0,9.99702,63.2128,7.42406,61.8605,41.8839,35.2355
ENSMUSG00000032507,Fbxl2,72179,protein_coding,0,7,0,1,0,1,0,0,2.2078,1,0,4.999996,1,2,0,0,11,27.9996,0,0,0
ENSMUSG00000032508,Myd88,17874,protein_coding,331,394,422.00018,206,327,262.99964,106.99955,439.99999,437.00026,50,135.00016,251,64,172.99974,278,38,205,212.99967,601,1048,775
ENSMUSG00000032511,Scn5a,20271,protein_coding,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,2,0
ENSMUSG00000032512,Wdr48,67561,protein_coding,78.7935,65.9695,95.1807,96.0861,79.2593,65.4838,0,53.4078,0,2.29E-07,64.632,54.9981,6.95E-08,0,0,12.6691,60.2558,52.4174,9.18E-08,53.8607,113.347
ENSMUSG00000032513,Gorasp1,74498,protein_coding,125.199,188.621,324.819,136.133,143.721,180.213,43.4714,124.953,340.899,30.4812,42.368,134.685,46.7548,116.988,76,57.3309,136.318,233.566,75.2267,126.601,137.652
ENSMUSG00000032514,Ttc21a,74052,protein_coding,12,9,39,2,5,3,3,22,14,1,0,1,2,4,0,1,2,0,5,9,17.00002
ENSMUSG00000032515,Csrnp1,215418,protein_coding,35,28,68,186.956,117,64.1616,12,66.9213,72,4,26,11,7,0,209,5,0,22,77,93,170
ENSMUSG00000032517,Mobp,17433,protein_coding,4.71362,3.01694,0,9.13348,0,1.0004,1.00127,2.00801,10.0558,1.19638,0,3.52327,0,4.01718,0,0,9.99755,3.85613,11.0008,3.47389,1.24706
ENSMUSG00000032518,Rpsa,102642689;102641427;16785,protein_coding,1774.77,2132.97,1724.84,2355.1,2322.01,2964.7,581.012,1169.03,3400.62,1615.8,1848.85,1913.36,1249.09,1396.19,2004.9,2911.61,3098.68,5490.21,620.826,1179.62,1048.46
ENSMUSG00000032519,Slc25a38,208638,protein_coding,4.07915,1,0,3.11491,4.0095253,4.08184,0,0,5,1,1,0,2.01E-06,1,0,2,125.164884,25.76097,1,1,6
ENSMUSG00000032523,Hhatl,74770,protein_coding,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ENSMUSG00000032525,Nktr,18087,protein_coding,72.73455,20.85482,125.07146,90.98895,39.30462,14.94848,19.07647,148.55735,240.08587,2.50109,18.02946,11.15094,1,10.89252,45.00524,9.182399,10.48351,51.53325,125.20086,133.80936,131.18862
ENSMUSG00000032527,Pccb,66904,protein_coding,10.8928,10.65409,110.21588,109.8579,9.62896,77.40814,10.54294,29.54175,176.4287,21,49.00003,68.51377,4.99158,1.51662,3,71.8711,4.88197,250.46168,47.0532,51.1415,31.7305
ENSMUSG00000032528,Vipr1,22354,protein_coding,3,2,9,9,5,0,0,9,9,0,0,0,0,0,0,0,1,3,5,8,13
ENSMUSG00000032530,Lyzl4,69032,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032531,Amotl2,56332,protein_coding,17.99997,13.590485,22.149293,28.7217,2.03058,5.00772,11,29.5621,47.0286,6.420597,11.95420009,10.999974,0,6.343987,4.03007,1.00118,12.2179,3,42.066,21.0599,20.8772
ENSMUSG00000032532,Cck,12424,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032534,Cep63,28135,protein_coding,26.57242,51.20929,87.26798,110.23952,81.26636,33.50103,14.79,51.7653,114.57256,8.69554,31.1402,16.61043,7.234669,13.459567,20.0043804,10.23906,36.99027,94.894,71.1679,96.3202,86.9198
ENSMUSG00000032536,Trak1,67095,protein_coding,35.9292,39.1086,123.74,96.9121,85.0216,86.6594,24.7589,83.3164,128.257,13.5432,23.016,58.1294,5.00676,24.6194,2.00166,7.2958,30.56,93.9254,69.1458,77.1564,127.391
ENSMUSG00000032537,Ephb1,270190,protein_coding,0,0,0,5.20883,1.00199,2.00067,0,3.00623,2.00403,0,0,0,0,1.09163,1.00099,0,1.00138,1.00003,7.02861,0,2.00674
ENSMUSG00000032540,Abhd5,67469,protein_coding,78.75821,109.92551,124.20011,55.55351,31.5208,34.4065,57.46981,541.552,448.4515,1.3982,26.25864,16.78994,1,28.2685,5.12746,11.48644,39.30426,83.3255,358.436,621.8539,400.8579
ENSMUSG00000032547,Ryk,20187,protein_coding,6,1,29,10,6,10,3,6,27,0,1,7,0,0,0,15,32.99995,105,1,3,23.00002
ENSMUSG00000032548,Slco2a1,24059,protein_coding,2.76781,1.22911,0,4.47751,0,0,1,5.14703,3.78645,0,1.01154,0,0,1,0,0,1.01123,6.0109,10.9364,5.51669,4.82171
ENSMUSG00000032549,Rab6b,270192,protein_coding,26.8534,5,69,74.0506,52,47.3174,3.26823,0,14.5132,1,1,4,0,1,0,1,14.1869,23.108,14.0262,9.33987,15.5022
ENSMUSG00000032551,1110059G10Rik,66202,protein_coding,67.7564,57.0479,102.7495,84.167,128.0066,76,7,50.3497,164.4876,18.9293,58.9341,71.8439,9.73928,16.00003,2,22.62767,113.242,219.2016,76.4252,86.4997,124.3703
ENSMUSG00000032553,Srprb,20818,protein_coding,184,761.0978,299.413,291.4159,480.0717,289.89,57,155.7104,575.7981,82.0167,349.9719,223,108,326,40,75,458.7148,302.00139,116.0948,136.3956,175.5227
ENSMUSG00000032554,Trf,22041,protein_coding,115.0201,60.4001,85.60926,95.9081,89.3527,151.5532,23.58641,21.95245,95.244,14.46306008,26.2941379,146.15978,11.81916,10.6046,84.40047,8.60981,36.0598012,39.89048,57.7218,60.94234,114.64886
ENSMUSG00000032555,Topbp1,235559,protein_coding,193.78299,601.6422,460.81215,1016.90074,769.99962,259.25649,120.36622,959.12429,1527.9652,80.80008,609.72927,203.24375,44.41952,943.566901,182.2831,68.65479,997.04404,558.42433,521.53706,396.19,509.67096
ENSMUSG00000032556,Bfsp2,107993,protein_coding,79.00003,31,130.99989,199.00022,123.99977,208.9996,12,2,45.00002,12,3,27.99998,1,4,0,167.00022,90,273.9997,62.00004,47,98
ENSMUSG00000032557,Uba5,66663,protein_coding,6.67956,15.9883,17.6009,28.4734,8.94324,3.64788,2.26549,53.21427,81.7624,3.700733,9.9519,2.46608,0,5.18227,0,5.40022,12.37015,13.2209,74.5237,44.67684,49.49021
ENSMUSG00000032558,Nphp3,74025,protein_coding,0,0,0,0,0,0,1.00089,0,0,0,2.0276,1,0,0,0,0,0,5.35237,0,0,0
ENSMUSG00000032560,Dnajc13,235567,protein_coding,12.06611169,10.588,11.66456,22.35507,3.587056,12.6227099,14.7572,16.51521,3.7087,5.39042,4.353147,20.37042,7.39604,6.573653,0,4.94779,11.46443,14.267308,3,3.073,14.55256
ENSMUSG00000032561,Acpp,56318,protein_coding,1.26818,13.23328,19.93522,27.2585,5.02391,5.61568,7.1653,38.08617,42.07272,2,5.94324,3.90229,0,0.398955,1.16067,2.455539,7.98805,1.17449,86.156,38.4393,37.17801
ENSMUSG00000032562,Gnai2,,protein_coding,501.01585,406.50245,354.88206,523.99212,431.19079,457.286529,335.458288,932.66799,788.47021,273.76288,319.16979,440.47397,214.03301,203.17406,476.62555,166.576,200.42791,334.4754,976.51262,980.63073,995.47934
ENSMUSG00000032563,Mrpl3,94062,protein_coding,92.751,170.71159,61.08338,108.61599,308.2131,178.45182,32.262504,73.02759,79.72734,21.52193,162.14939,174.50171,43.23767,144.03526,0,36.565836,502.0881,355.58548,18.65089,16.54451,50.47747
ENSMUSG00000032564,Cpne4,74020,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032565,Nudt16,75686,protein_coding,138.02847,82.08722,175.00007,202.00008,194.46364,203.9998,13,73.03969,112.00001,18.00003,50.00001,102.292479,22.00005,32.99998,23,21.99997,66.99994,101.99999,118.00005,99.0757,94.99998
ENSMUSG00000032566,1700080E11Rik,73532,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032567,Aste1,66595,protein_coding,12,19.01549,45.11085903,22.53339,33.000006,20.00001,1.9999998,20.06171,32.27778,9.000002,10.186883,21.00001,1,13.144966,4.84224,3,26.13323,39.83599,15,16.08587,48.22351
ENSMUSG00000032570,Atp2c1,235574,protein_coding,32.50523,13.93841,9.58489,4,17.14821,6.945187,11.040932,38.222472,8.45326,2.387986,2.19561,20.5723,6.52614,4.88196,0,2.623938,5.26427018,8.40991,22.07415,27,23.24312
ENSMUSG00000032571,Pik3r4,75669,protein_coding,9.0000023,2.11594,6.07119,7.51478,9.9374,21.71406615,6.24306,3.65683,12.5864,1,2,14.05539,0.000550789,0,0,6,2.40611,12.43248,20,8,16
ENSMUSG00000032572,Col6a4,68553,protein_coding,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0
ENSMUSG00000032575,Manf,74840,protein_coding,137.52845,961.71391,190.99347,153.35255,768.68444,297.60335,64.7727,83.9594,119.1748,99.9837,880.06005,270.84072,434.31713,1841.80639,720.374,47.9707,516.50548,235.94804,13.98757,25.55647,37.1767
ENSMUSG00000032577,Mapkapk3,102626,protein_coding,805.0003,1493.99936,999.00037,308.0004,651.00018,505.9998,336.9997,1024.99976,1146.00501,186.99968,576.00038,556.0003,525.9995,1075.00038,384,20.00002,99,218.9997,383.00015,616.9996,617.0001
ENSMUSG00000032578,Cish,12700,protein_coding,47,5,196.5967,132,105,124,5.00201,32.41398,35.747,4.999997,7,11.999995,1,3,0,4,27.11757,43,35,34,52.9756
ENSMUSG00000032579,Hemk1,69536,protein_coding,39.40421,33.00005,44.8317,41.7603,21.09626,16.78847,18.00002,13.4612,35.61064,2.86332,9.64386,18.17851,3.410919,0,0,0.786434,8.57137,27.4935,20.855884,23.00736,32.3038
ENSMUSG00000032580,Rbm5,,protein_coding,231.5298846,326.927424,884.25399,1317.377408,729.03216,411.26987,108.43379,791.2032637,1338.65939,76.55327,373.189641,196.97942,43.00727014,198.87273,36.26147,83.89114,581.51386,576.68992,873.102868,932.72206,1334.531103
ENSMUSG00000032582,Rbm6,19654,protein_coding,153.9398,101.63789,304.38086,270.85077,182.59319,198.38917,33.19721,210.68041,429.8423,29.951677,89.89614,121.069923,10.08591,31.32069,368.04413,30.903405,85.48098,272.584277,236.66089,224.23252,282.17507
ENSMUSG00000032583,Mon1a,72825,protein_coding,59.00001,225.00033,107.00001,132.0003,98.99997,138.00028,24.00002,88.99999,108,26,54.00003,97.99998,34,70,296,18,121.9999,100,56,54.00002,111
ENSMUSG00000032584,Mst1r,19882,protein_coding,0,2.000001,0,13.99995,7,13.00001,2,4,3.000003,1,0,6.999999,0,0,0,2.999998,1,11,12,6,0
ENSMUSG00000032586,Traip,22036,protein_coding,97.00003,148.999884,247.99956,130.9998,165.0003,107.99971,32,107,215.0002,38.99995,67.99996,91.00001,49.00002,69,1,50.99999109,188.00035,308.99975,48.99997,63.99998,60.00004
ENSMUSG00000032589,Bsn,12217,protein_coding,51.1408,50.0309,99.4301,126.374,149.922,175.704,19.7085,58.5054,117.36,32.3961,51.8087,101.768,20.4033,40.0432,271.942,28.9228,106.823,145.164,25.323,17.1074,31.8548
ENSMUSG00000032590,Apeh,235606,protein_coding,246.0007354,472.00026,605.00049,423.0032533,441.99983,486.9999,89.99994,270.0024,422.65513,98.96575,223.0003154,359.00034,90.99998,193.00001,212.999708,312.9998,1132.00454,1082.008996,113.20444,161.49877,240.2982942
ENSMUSG00000032591,Mst1,15235,protein_coding,2,12,7,0,0,3,0,2,4.00745,0,2.000001,2,1,1,0,3.999997,0.0965905,0,2,6.16079,1
ENSMUSG00000032593,Amigo3,320844,protein_coding,6,3,11,12,5,17,5,5,18,2,9,4,4,1,1,0,2,5,13,7,7
ENSMUSG00000032594,Ip6k1,27399,protein_coding,5.65772,9.84874,12.946,48.93756,13.6069,7.75467,1.55075,51.39079,66.64572,0,12.5056,8.69133,0,4.39213,27.1017,2.22442,13.57554,14.08579,59.61375,47.16386,41.74108
ENSMUSG00000032595,Cdhr4,69398,protein_coding,1,1,4,1,2,4.44459,0,7,1,0,0,1,0,0,0,1,5.000002,0,1,2,1
ENSMUSG00000032596,Uba7,74153,protein_coding,259.99961,161.08453,537.4973,512.29501,350.63873,529.08586,55.00003,212.86469,189.00006,76.99998,79,202.20465,35.925606,20.09209,228.9998,30.999971,61.433317,269.44275,168.1827101,261.95762,354.92395
ENSMUSG00000032598,Nckipsd,80987,protein_coding,36.49997,39.49996,53.49998,30.5,36.00001,24.49998,9.5,31.49998,86,8,28.49999,43.99998,8,20.5,67.5,5.5,35.00003,20.50001,59.5,45.5,53.00001
ENSMUSG00000032599,Ip6k2,76500,protein_coding,14.000012,7.999991,24.999963,18.499994,16.499988,18.500039,4.499996,4.00000135,16.49999301,3.000001847,6,12.499994,1,3.500002,0,7.000004,8.500009,19.500013,7.50000058,9.5,7.499998
ENSMUSG00000032601,Prkar2a,19087,protein_coding,0,0,7.78123,0,0.717606,1,1.10044,13.3826,20.07234,0.465317,0.214988,0,0,0,3.92139,0,4.255235,2,17.82033,16.038,0.218977
ENSMUSG00000032602,Slc25a20,57279,protein_coding,88.3606,163.5716,230.6795,293.21103,284.0149,118.45889,27.75998,165.04806,306.577,28.3936,131.0498,79.8803,22.17991,92.6638,42.844,16.7168,202.022,120.7692,166.9043,117.6164,244.13119
ENSMUSG00000032604,Qars,97541,protein_coding,199.1518689,175.95742,292.2995,371.2535,189.27206,164.9971219,102.59584,556.34849,536.85017,73.58738,134.466,141.67517,8.90969066,87.42019,437.2391,56.75489,184.70445,284.639601,393.8540081,212.7465,303.06699
ENSMUSG00000032606,Nicn1,66257,protein_coding,15,9,45,42,24,58,2.999997,4,27,3,7,15,0,2,37,0,5,6,9,6,1
ENSMUSG00000032607,Amt,434437,protein_coding,11.3963,22.9689,69.7395,104.51,43.9092,6.21728,1.0504,37.9564,83.9964,1.23536,19.5125,2.39547,0,4.90016,56.1987,2,9.41603,4.01507,73.3287,47.6148,68.507
ENSMUSG00000032609,Klhdc8b,78267,protein_coding,1,138.061,14.42226,459.898,272.9963,5.93157,1.999999,137.615,230.894,8.7414441,144.784,3.0292477,2,118.618858,1,1.4131,77.54368,20.05037,79.52433,46.6229,57.49925
ENSMUSG00000032611,1700102P08Rik,112418,protein_coding,0,0,2.999999,7,3,1,0,7,6,1,1,2,0,0,0,2,2,14,8.999999,3,11
ENSMUSG00000032612,Usp4,22258,protein_coding,318.70514,384.87973,545.73902,524.4411,398.2667,327.85286,91.20095,511.3868,935.97027,91.05365,251.26319,311.36001,44.63331,121.09361,842.62871,83.44691,405.40426,714.93074,470.64313,592.11281,752.6947
ENSMUSG00000032615,Nt5m,103850,protein_coding,114.99997,168.0001,150.00025,190.16626,284.3576,274.0001,41.00001,84.3037,164.3884,46,104.99999,202,44,91.1256,0.999999872,31,155.0638,192.99989,28.9999933,78.62865,77
ENSMUSG00000032621,Srek1,218543,protein_coding,93.6774,131.922,361.842,309.645,268.204,140.794,35.8412,181.353,303.792,22.5644,88.6975,86.7629,14.378,39.3851,0,24.02,86.6053,249.558,81.7154,122.73,97.0855
ENSMUSG00000032623,Oas1d,100535,protein_coding,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
ENSMUSG00000032624,Eml4,78798,protein_coding,92.3509,60.4181,208.538,221.9996,144.5131,138,25,125,209.255,31,69.7808,86,24,11.687115,36,10,20,59,143.3289,82.599228,151.0003
ENSMUSG00000032625,Thsd7a,330267,protein_coding,0,1.0002,0,6.71611,2.00721,0,1.00023,3.00474,9.01197,0,2.02312,1.00006,1.00007,0,0,1.00019,1.00036,1.00084,5.11839,4.00316,5.06441
ENSMUSG00000032633,Flcn,,protein_coding,42.3042,60.12729,48.9934,137.0898,66.0833,37.11358,4.84996,63.6861,124.423,9.77076,36.1054,29.155,4.85516,19.282,0,6.39864,36.34865,54.1809,90.0295,92.3363,120.166
ENSMUSG00000032637,Atxn2l,233871,protein_coding,103.088,106.049,266.742,175.991,102.279,100.645,64.0198,192.289,342.105,36.7488,85.1164,72.7103,37,44.3279,295.368,21.5849,84.4759,45.8648,125.569,124.116,213.814
ENSMUSG00000032640,Chsy1,269941,protein_coding,67,73,133,131,193,112,26,126,264,23,63,54,9,43,83,15,78,138,229,224,299
ENSMUSG00000032641,Gpr19,,protein_coding,1,2,2,3,1,20.1817,0,2,5,0,4,14.6152,0,0,0,9.13216,12.8711,10.94956,12.97773,0,8
ENSMUSG00000032643,Fhl3,14201,protein_coding,29.5247,21.3663,47.0427,55.3486,13.4766,14.1384,3.1904,84.4866,95.7166,4.43087,7.50813,2.39316,2.24782,14.8213,47.3679,4.17237,8.83137,5.66396,144.591,265.426,116.25
ENSMUSG00000032648,Pygm,19309,protein_coding,8,3,13.33563,31.2462,19.99998,32.70387,2.500003,6,0.3699801,1.5,0,2.500003,0,0.5,0,0,1,2.42904,2.99999647,6,14
ENSMUSG00000032649,Colgalt2,269132,protein_coding,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000032652,Crebl2,232430,protein_coding,8.0242,0.0464406,0,7,1,2,0,2,2.00736,0.853004,1.00277,1,0,0,0,1.0220323,4,2.00271,3.05148,3.06037,5.26764
ENSMUSG00000032656,3-Mar,320253,protein_coding,0,0,5.00546,10.01007,4,3,1,5,3.00116,2.40695,0,1,0,0,2,0,2,7.00106,11.207631,6.00853,8.01569
ENSMUSG00000032657,Fam189b,68521,protein_coding,172.00007,118.99995,295,184.00032,147.999997,191.000491,37.00002,97.00001,234,57.00004,111.00002,131.00005,27.00004,48.14102,210,48.0000074,109.205897,227.00027,33,83,59
ENSMUSG00000032661,Oas3,246727,protein_coding,97.8789,179.209,135.777,316.381,330.651,193.05973,16.8768,582.74469,79.3984,6.584208,45.4614,43.027,4,31.2375,2.00095,16,73.1562,61.1265,577.74903,1326.2897,763.70566
ENSMUSG00000032666,1700025G04Rik,69399,protein_coding,6.33938,11.36516,18.31037,34.20485,60.0624,24.5451,7.89271,4.64056,13.78973,7.13261,12.4342,18.577872,3.66338,6.01846,0,0,6.479603,18.255482,9.27069,13.04863,12.41126
ENSMUSG00000032667,Pon2,330260,protein_coding,156.00355,300.41595,279.2162,330.514,448.12596,122.49151,40.0384,234.9917,421.1244,31.30001,120.92179,80.0142,34.0122,176.45194,61.0652,48.06058,793.74772,620.47548,186.7376,219.3847,340.0224
ENSMUSG00000032671,A930018P22Rik,68243,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032673,Prorsd1,67939,protein_coding,91.3799,389.8628,152.88918,365.8065,483.2783,114.1367,33.5662,246.02486,367.186,23.10587,236.66375,53.04932,30.03195,449.15415,126.124,76.1936,924.4285,362.6302,224.33144,150.3696,206.13028
ENSMUSG00000032679,Cd59a,,protein_coding,7.41893005,0,7.20404,0,3.337103861,0,0,0,0,0,0,0,0,0.193214,0,0,27.78341,44.9937,0,0,0
ENSMUSG00000032680,6820408C15Rik,228778,protein_coding,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000032688,Malt1,240354,protein_coding,48.0566,58.8679,34.7922,93.6833,60.7348,27.9753,11.0119,89.5231,126.35,1.00377,48.1309,13.0042,5.00249,22.9501,15.1182,3.03182,22.5116,32.7995,150.484,167.623,181.849
ENSMUSG00000032690,Oas2,246728,protein_coding,22.6935,28.49991,106.352,79.8138,72.21165,90,6,263.01427,34,0,3,10,0,4,0,0,0.266442,26.5608,130.008,587.475,239.118
